1000700,item,2040505,1,-1,-1,50,1_00
1001801,exp,0,2000,-1,2,100,1end
1001801,item,2000002,100,-1,2,100,1end
1001801,exp,0,2100,-1,2,100,2end
1001801,item,4011000,1,-1,2,100,2end
1001801,item,4011001,1,-1,2,100,2end
1001801,exp,0,2200,-1,-1,100,3end
1001801,item,1072018,1,0,-1,100,3end
1001801,item,1072003,1,100,-1,100,3end
1001801,item,1072077,1,200,-1,100,3end
1001801,item,1072081,1,300,-1,100,3end
1001801,item,1072035,1,400,-1,100,3end
1000600,exp,0,5000,-1,-1,100,3
1000600,item,4031014,1,-1,-1,100,3
1000600,exp,0,5000,-1,-1,100,3
1000600,item,4031015,1,-1,-1,100,3
1000600,exp,0,3800,-1,-1,100,4
1000600,item,4031016,1,-1,-1,100,4
1000600,exp,0,5000,-1,-1,100,e
1000600,meso,0,10000,-1,2,100,e
1000600,item,1050018,1,-1,0,100,e
1000600,item,1051017,1,-1,1,100,e
1000101,exp,0,20000,-1,-1,100,pe
1000101,meso,0,15000,-1,-1,100,pe
1000101,pop,0,2,-1,-1,100,pe
1000101,item,2044002,1,100,-1,15,pe
1000101,item,2043002,1,100,-1,15,pe
1000101,item,2043102,1,100,-1,15,pe
1000101,item,2043202,1,100,-1,15,pe
1000101,item,2044102,1,100,-1,15,pe
1000101,item,2044202,1,100,-1,15,pe
1000101,item,2044302,1,100,-1,15,pe
1000101,item,2044402,1,100,-1,15,pe
1000101,item,2043702,1,200,-1,50,pe
1000101,item,2043802,1,200,-1,50,pe
1000101,item,2044502,1,300,-1,50,pe
1000101,item,2044602,1,300,-1,50,pe
1000101,item,2043302,1,400,-1,50,pe
1000101,item,2044702,1,400,-1,50,pe
1000901,exp,0,4500,-1,-1,100,end
1000901,item,1082002,1,0,-1,100,end
1000901,item,1082036,1,100,-1,100,end
1000901,item,1082056,1,200,-1,100,end
1000901,item,1082070,1,300,-1,100,end
1000901,item,1082045,1,400,-1,100,end
1001201,exp,0,1100,-1,-1,100,end
1001201,pop,0,1,-1,-1,100,end
1001201,item,2000006,1,-1,-1,100,end
1000601,exp,0,4000,-1,-1,100,r1
1000601,pop,0,1,-1,-1,100,r1
1000601,item,4010000,7,-1,-1,15,r1
1000601,item,4010001,7,-1,-1,15,r1
1000601,item,4010002,7,-1,-1,15,r1
1000601,item,4010003,7,-1,-1,15,r1
1000601,item,4010004,7,-1,-1,15,r1
1000601,item,4010005,7,-1,-1,15,r1
1000601,exp,0,8000,-1,-1,100,r3
1000601,pop,0,1,-1,-1,100,r3
1000601,item,4020000,10,-1,-1,14,r3
1000601,item,4020001,10,-1,-1,14,r3
1000601,item,4020002,10,-1,-1,14,r3
1000601,item,4020003,10,-1,-1,14,r3
1000601,item,4020004,10,-1,-1,14,r3
1000601,item,4020005,10,-1,-1,14,r3
1000601,item,4020006,10,-1,-1,14,r3
1000601,exp,0,12000,-1,-1,100,r5
1000601,pop,0,2,-1,-1,100,r5
1000601,item,4010006,5,-1,-1,50,r5
1000601,item,4020007,5,-1,-1,50,r5
1000601,exp,0,16000,-1,-1,100,r7
1000601,pop,0,2,-1,-1,100,r7
1000601,item,2040801,1,-1,-1,50,r7
1000601,item,2040802,1,-1,-1,50,r7
1000601,exp,0,24000,-1,-1,100,re
1000601,pop,0,3,-1,-1,100,re
1000601,item,1002021,1,100,-1,100,re
1000601,item,1002154,1,200,-1,100,re
1000601,item,1002170,1,300,-1,100,re
1000601,item,1002185,1,400,-1,100,re
1000401,exp,0,6500,-1,-1,100,j1
1000401,item,2000004,10,-1,-1,100,j1
1000401,exp,0,6800,-1,-1,100,j3
1000401,item,2000005,15,-1,-1,100,j3
1000401,exp,0,7100,-1,-1,100,je
1000401,item,2040804,1,-1,-1,50,je
1000401,item,2040805,1,-1,-1,50,je
1001202,exp,0,2000,-1,-1,100,end
1001202,pop,0,1,-1,-1,100,end
1001202,item,2000004,30,-1,-1,100,end
1001202,item,2040706,1,-1,-1,33,end
1001202,item,2040707,1,-1,-1,33,end
1001202,item,2040708,1,-1,-1,33,end
1001400,exp,0,2000,-1,-1,100,1
1001400,item,4031049,1,-1,-1,100,1
1001400,exp,0,2000,-1,-1,100,10
1001400,item,4031049,1,-1,-1,100,10
1001400,exp,0,2000,-1,-1,100,100
1001400,item,4031049,1,-1,-1,100,100
1001400,exp,0,2000,-1,-1,100,21
1001400,item,4031049,1,-1,-1,100,21
1001400,exp,0,2000,-1,-1,100,201
1001400,item,4031049,1,-1,-1,100,201
1001400,exp,0,2000,-1,-1,100,12
1001400,item,4031049,1,-1,-1,100,12
1001400,exp,0,2000,-1,-1,100,210
1001400,item,4031049,1,-1,-1,100,210
1001400,exp,0,2000,-1,-1,100,102
1001400,item,4031049,1,-1,-1,100,102
1001400,exp,0,2000,-1,-1,100,120
1001400,item,4031049,1,-1,-1,100,120
1001400,exp,0,2000,-1,-1,100,321
1001400,item,4031049,1,-1,-1,100,321
1001400,exp,0,2000,-1,-1,100,231
1001400,item,4031049,1,-1,-1,100,231
1001400,exp,0,2000,-1,-1,100,312
1001400,item,4031049,1,-1,-1,100,312
1001400,exp,0,2000,-1,-1,100,213
1001400,item,4031049,1,-1,-1,100,213
1001400,exp,0,2000,-1,-1,100,132
1001400,item,4031049,1,-1,-1,100,132
1001400,exp,0,2000,-1,-1,100,123
1001400,item,4031049,1,-1,-1,100,123
1001400,exp,0,10000,-1,-1,100,end1
1001400,pop,0,1,-1,-1,100,end1
1001400,item,2040704,1,-1,-1,25,end1
1001400,item,2040705,1,-1,-1,25,end1
1001400,item,2040707,1,-1,-1,25,end1
1001400,item,2040708,1,-1,-1,25,end1
1001400,exp,0,10000,-1,-1,100,end2
1001400,pop,0,1,-1,-1,100,end2
1001400,item,2040704,1,-1,-1,25,end2
1001400,item,2040705,1,-1,-1,25,end2
1001400,item,2040707,1,-1,-1,25,end2
1001400,item,2040708,1,-1,-1,25,end2
1000201,exp,0,1800,-1,-1,100,mh
1000201,item,1302015,1,-1,-1,100,mh
1000201,exp,0,2100,-1,-1,100,yes
1000201,exp,0,2100,-1,-1,100,no
1000201,item,1032012,1,-1,-1,100,no
1000701,exp,0,6500,-1,-1,100,2_00
1000701,pop,0,2,-1,-1,100,2_00
1000701,item,4021009,1,-1,-1,100,2_00
1000701,exp,0,6500,-1,-1,100,2_99
1000701,pop,0,2,-1,-1,100,2_99
1000701,item,2000004,50,-1,-1,100,2_99
1000801,exp,0,8000,-1,-1,100,end
1000801,item,1002100,1,-1,-1,100,end
1000301,exp,0,1500,-1,-1,100,p
1000301,item,4031043,1,-1,-1,100,p
1000301,exp,0,2000,-1,-1,100,end
1000301,item,1040100,1,-1,0,100,end
1000301,item,1060089,1,-1,0,100,end
1000301,item,1041096,1,-1,1,100,end
1000301,item,1061095,1,-1,1,100,end
1000602,exp,0,1500,-1,-1,100,1e
1000602,exp,0,2000,-1,-1,100,2e
1000602,exp,0,2500,-1,-1,100,3e
1000602,exp,0,3500,-1,-1,100,end
1000602,exp,0,3500,-1,-1,100,end
1000602,item,1072136,1,-1,-1,25,end
1000602,item,1072137,1,-1,-1,25,end
1000602,item,1072138,1,-1,-1,25,end
1000602,item,1072139,1,-1,-1,25,end
1000202,exp,0,1500,-1,-1,100,1e
1000202,exp,0,2000,-1,-1,100,2e
1000202,exp,0,2500,-1,-1,100,3e
1000202,exp,0,3500,-1,-1,100,end
1000202,item,1072144,1,-1,-1,33,end
1000202,item,1072145,1,-1,-1,33,end
1000202,item,1072146,1,-1,-1,33,end
1002000,exp,0,4200,-1,-1,100,end
1002000,item,4001019,5,-1,-1,100,end
1001500,item,4031053,1,-1,-1,100,ks
1001500,exp,0,4500,-1,-1,100,ks
1001500,exp,0,7240,-1,-1,100,fe
1001500,exp,0,4500,-1,-1,100,mw
1001500,exp,0,800,-1,-1,100,mg
1001500,item,4031055,1,-1,-1,100,mg
1001500,exp,0,12100,-1,-1,100,me
1001500,exp,0,6000,-1,-1,100,fb
1001500,exp,0,24180,-1,-1,100,end
1001500,item,1102011,1,-1,-1,25,end
1001500,item,1102012,1,-1,-1,25,end
1001500,item,1102013,1,-1,-1,25,end
1001500,item,1102014,1,-1,-1,25,end
1001501,exp,0,3100,-1,-1,100,h2
1001501,exp,0,3200,-1,-1,100,h3
1001501,exp,0,3300,-1,-1,100,h4
1001501,exp,0,6420,-1,-1,100,h5
1001501,item,4031052,1,-1,-1,100,h6
1001501,exp,0,16450,-1,-1,100,end
1001501,item,2040701,1,-1,-1,25,end
1001501,item,2040702,1,-1,-1,25,end
1001501,item,2040707,1,-1,-1,25,end
1001501,item,2040708,1,-1,-1,25,end
1001502,exp,0,3400,-1,-1,100,s
1001502,exp,0,3500,-1,-1,100,s1
1001502,item,4031050,1,-1,-1,100,s2
1001502,exp,0,7640,-1,-1,100,s3
1001502,exp,0,3000,-1,-1,100,s4
1001502,exp,0,3000,-1,-1,100,s5
1001502,exp,0,9480,-1,-1,100,s6
1001502,item,4031051,1,-1,-1,100,s6
1001502,exp,0,1590,-1,-1,100,end
1001502,item,2041001,1,-1,-1,25,end
1001502,item,2041002,1,-1,-1,25,end
1001502,item,2041004,1,-1,-1,25,end
1001502,item,2041005,1,-1,-1,25,end
1001503,exp,0,3000,-1,-1,100,k1
1001503,exp,0,16800,-1,-1,100,end
1001503,item,2000004,30,-1,-1,100,end
1001503,item,4031053,1,-1,-1,100,end
1001504,exp,0,6000,-1,-1,100,s
1001504,exp,0,14400,-1,-1,100,f1
1001504,item,4031054,1,-1,-1,100,f1
1001504,exp,0,6000,-1,-1,100,f2
1001504,exp,0,14400,-1,-1,100,f3
1001504,item,4031054,1,-1,-1,100,f3
1001504,exp,0,6000,-1,-1,100,f4
1001504,exp,0,14400,-1,-1,100,f5
1001504,item,4031054,1,-1,-1,100,f5
1001504,exp,0,6000,-1,-1,100,f6
1001504,exp,0,14400,-1,-1,100,end
1001504,item,4031054,1,-1,-1,100,end
1000902,exp,0,10000,-1,-1,100,end
1000902,item,1032014,1,-1,-1,100,end
1001600,exp,0,30120,-1,-1,100,end
1001600,item,1102015,1,-1,-1,25,end
1001600,item,1102016,1,-1,-1,25,end
1001600,item,1102017,1,-1,-1,25,end
1001600,item,1102018,1,-1,-1,25,end
1001900,exp,0,4000,-1,-1,100,g
1001900,exp,0,31240,-1,-1,100,end
1001900,item,1102021,1,-1,-1,100,end
1001900,item,1102022,1,-1,-1,100,end
1001900,item,1102023,1,-1,-1,100,end
1001900,item,1102024,1,-1,-1,100,end
7000000,item,4001018,1,-1,-1,100,end
7000001,item,4031062,1,-1,-1,100,end
7000002,item,4001017,1,-1,-1,100,end
