1000902,item,4031028,21,21
1000902,item,4031028,20,20
1000902,item,4031028,19,19
1000902,item,4031028,18,18
1000902,item,4031028,17,17
1000902,item,4031028,16,16
1000902,item,4031028,15,15
1000902,item,4031028,14,14
1000902,item,4031028,13,13
1000902,item,4031028,12,12
1000902,item,4031028,11,11
1000902,item,4031028,10,10
1000902,item,4031028,9,9
1000902,item,4031028,8,8
1000902,item,4031028,7,7
1000902,item,4031028,6,6
1000902,item,4031028,5,5
1000902,item,4031028,4,4
1000902,item,4031028,3,3
1000902,item,4031028,2,2
1000902,item,4031028,1,1
1001600,item,4005004,1,s
1001600,item,4021009,1,s
1001900,item,4031060,1,s
1001900,item,4000079,100,s
1001900,item,4031060,1,g
1001900,item,4000079,100,g
7000000,item,4001018,1,s
7000000,item,4001018,1,fail
7000001,item,4031062,1,s
7000002,item,4000082,30,s
7000002,item,4000082,30,s2
